time,year,month,lat,lon,lw_down,sw_down,t,wind,q,pstar,Rainf_GPCC,precip,date_time_utc,date_time_local,cosz,diff_rad
2030400,2003,5,-22.698538,-47.642881,383.3269,62.0376803,291.6433991,0.665722974,0.015557435,94271.3974,0.000139565,0,05/24/2003 12:00,05/24/2003 9:00,0.445291911,62.0376803
2041200,2003,5,-22.698538,-47.642881,401.59286,364.4194623,298.7568838,1.879985655,0.016434558,94090.30867,0,0,05/24/2003 15:00,05/24/2003 12:00,0.725971378,279.771041
2052000,2003,5,-22.698538,-47.642881,413.66763,368.8604343,298.5112873,1.822144811,0.017468087,93871.43348,0.000143836,0,05/24/2003 18:00,05/24/2003 15:00,0.501577042,189.3995085
2062800,2003,5,-22.698538,-47.642881,404.20877,74.02786472,295.7354141,1.21144918,0.01797011,93948.06614,6.58E-05,0,05/24/2003 21:00,05/24/2003 18:00,0,74.02786472
2073600,2003,5,-22.698538,-47.642881,394.8283,0,294.4098018,1.254195882,0.01798862,94048.19779,0,0,05/25/2003 0:00,05/24/2003 21:00,0,0
2084400,2003,5,-22.698538,-47.642881,386.47192,0,294.7105842,1.262164185,0.016407435,93915.69508,0,0,05/25/2003 3:00,05/25/2003 0:00,0,0
2095200,2003,5,-22.698538,-47.642881,378.5864,0,294.5231168,1.435070259,0.016362336,93760.45411,0,0,05/25/2003 6:00,05/25/2003 3:00,0,0
2106000,2003,5,-22.698538,-47.642881,372.42044,0,294.49236,1.572302521,0.0158625,93720.57095,0,0,05/25/2003 9:00,05/25/2003 6:00,0,0
2116800,2003,5,-22.698538,-47.642881,399.7322,131.427768,291.9953824,1.270625136,0.016356535,94041.85416,0.001837143,0,05/25/2003 12:00,05/25/2003 9:00,0.443394557,131.427768
2127600,2003,5,-22.698538,-47.642881,397.05606,102.0639715,290.1043643,0.598312481,0.014679904,94156.92852,0.002195863,0,05/25/2003 15:00,05/25/2003 12:00,0.723726752,102.0639715
2138400,2003,5,-22.698538,-47.642881,378.68494,198.6673973,292.9942033,0.809843076,0.014306066,94059.00094,6.96E-05,0,05/25/2003 18:00,05/25/2003 15:00,0.499610048,198.6673973
2149200,2003,5,-22.698538,-47.642881,352.03424,211.9477103,292.086986,0.374992089,0.013630226,94209.71154,0,0,05/25/2003 21:00,05/25/2003 18:00,0,211.9477103
2160000,2003,5,-22.698538,-47.642881,345.063,0,290.573003,0.228690254,0.013446151,94535.78471,0,0,05/26/2003 0:00,05/25/2003 21:00,0,0
2170800,2003,5,-22.698538,-47.642881,338.32056,0,291.1737265,0.828006559,0.012921168,94642.3656,0,0,05/26/2003 3:00,05/26/2003 0:00,0,0
2181600,2003,5,-22.698538,-47.642881,324.0549,0,288.9077585,0.623496483,0.012160464,94676.98897,0,0,05/26/2003 6:00,05/26/2003 3:00,0,0
2192400,2003,5,-22.698538,-47.642881,322.2159,0,287.064747,0.780766368,0.011421826,94775.57895,0,0,05/26/2003 9:00,05/26/2003 6:00,0,0
2203200,2003,5,-22.698538,-47.642881,312.72064,36.7806196,291.9280974,1.016276112,0.013911934,95083.40537,0,0.000707119,05/26/2003 12:00,05/26/2003 9:00,0.441555418,34.60130989
2214000,2003,5,-22.698538,-47.642881,340.34418,156.958673,296.6087562,1.46274314,0.012763628,95110.54758,0,0.000845191,05/26/2003 15:00,05/26/2003 12:00,0.721548978,85.16514023
2224800,2003,5,-22.698538,-47.642881,343.55045,168.0112463,298.1295215,1.331478212,0.011974746,94994.92067,0,2.68E-05,05/26/2003 18:00,05/26/2003 15:00,0.497703002,24.12442012
2235600,2003,5,-22.698538,-47.642881,338.25885,41.29013701,295.0729518,1.407906287,0.011966364,95043.5009,0,0,05/26/2003 21:00,05/26/2003 18:00,0,41.29013701
2246400,2003,5,-22.698538,-47.642881,322.5333,0,291.5944411,1.813326839,0.01195189,95192.69197,0,0,05/27/2003 0:00,05/26/2003 21:00,0,0
2257200,2003,5,-22.698538,-47.642881,314.89307,0,287.65893,1.049287388,0.010772377,95178.6518,0,0,05/27/2003 3:00,05/27/2003 0:00,0,0
2268000,2003,5,-22.698538,-47.642881,330.50616,0,286.4977203,0.940689682,0.010722196,95106.46808,0,0,05/27/2003 6:00,05/27/2003 3:00,0,0
2278800,2003,5,-22.698538,-47.642881,344.9796,0,285.5609278,0.805441126,0.010345376,95124.85731,0,0,05/27/2003 9:00,05/27/2003 6:00,0,0
2289600,2003,5,-22.698538,-47.642881,300.25412,93.54922656,289.273907,0.698926269,0.011837283,95325.05917,0,0,05/27/2003 12:00,05/27/2003 9:00,0.439775514,86.52414164
2300400,2003,5,-22.698538,-47.642881,328.94452,401.2639191,295.2964642,0.651068077,0.012186423,95280.04136,0,0,05/27/2003 15:00,05/27/2003 12:00,0.719439466,193.1439859
2311200,2003,5,-22.698538,-47.642881,340.84363,416.5830397,297.4785055,0.619548707,0.011960016,95060.60445,0,0,05/27/2003 18:00,05/27/2003 15:00,0.495857001,60.10956159
2322000,2003,5,-22.698538,-47.642881,334.1707,106.3632276,294.4740272,0.888037444,0.012051965,95056.30965,0,0,05/27/2003 21:00,05/27/2003 18:00,0,106.3632276
2332800,2003,5,-22.698538,-47.642881,321.07404,0,290.399518,1.067001307,0.011310461,95228.00819,0,0,05/28/2003 0:00,05/27/2003 21:00,0,0
2343600,2003,5,-22.698538,-47.642881,314.7688,0,288.4429212,1.055043233,0.011382806,95260.62277,0,0,05/28/2003 3:00,05/28/2003 0:00,0,0
2354400,2003,5,-22.698538,-47.642881,309.3779,0,287.013269,0.938135631,0.010969538,95167.2259,0,0,05/28/2003 6:00,05/28/2003 3:00,0,0
2365200,2003,5,-22.698538,-47.642881,304.8239,0,285.9183489,0.811879774,0.010350263,95108.76206,0,0,05/28/2003 9:00,05/28/2003 6:00,0,0
2376000,2003,5,-22.698538,-47.642881,307.8726,140.6818355,289.8570432,0.634412885,0.011931267,95300.25202,0,0,05/28/2003 12:00,05/28/2003 9:00,0.438055827,131.2540217
2386800,2003,5,-22.698538,-47.642881,339.6858,613.6878085,296.8962635,0.684980052,0.013456288,95261.59783,0,0,05/28/2003 15:00,05/28/2003 12:00,0.71739958,305.665792
2397600,2003,5,-22.698538,-47.642881,353.43292,635.1912062,298.6919377,0.500194387,0.013048414,95026.09085,0,0,05/28/2003 18:00,05/28/2003 15:00,0.494073104,91.96702131
2408400,2003,5,-22.698538,-47.642881,344.84964,162.561909,295.7832165,0.820278398,0.013285917,95011.24605,0,0,05/28/2003 21:00,05/28/2003 18:00,0,162.561909
2419200,2003,5,-22.698538,-47.642881,330.2164,0,291.1970001,0.907075641,0.012309181,95144.20253,0,0,05/29/2003 0:00,05/28/2003 21:00,0,0
2430000,2003,5,-22.698538,-47.642881,318.77048,0,288.8592931,1.118499002,0.011537945,95164.43168,0,0,05/29/2003 3:00,05/29/2003 0:00,0,0
2440800,2003,5,-22.698538,-47.642881,308.3956,0,287.2933764,0.995926499,0.010689421,95144.22387,0,0,05/29/2003 6:00,05/29/2003 3:00,0,0
2451600,2003,5,-22.698538,-47.642881,297.14905,0,285.6463587,0.961141319,0.009857327,95135.53025,0,0,05/29/2003 9:00,05/29/2003 6:00,0,0
2462400,2003,5,-22.698538,-47.642881,307.2008,138.7346778,289.8918012,0.719927945,0.011586042,95273.17009,0,0,05/29/2003 12:00,05/29/2003 9:00,0.436397308,129.5114759
2473200,2003,5,-22.698538,-47.642881,340.5969,608.1025334,296.5528272,1.145037829,0.012599126,95235.1212,0,0.006084875,05/29/2003 15:00,05/29/2003 12:00,0.71543064,302.2540708
2484000,2003,5,-22.698538,-47.642881,362.25702,623.8611278,298.7177491,1.044405028,0.014133544,95029.20138,0,0.00545457,05/29/2003 18:00,05/29/2003 15:00,0.492352336,90.62203058
2494800,2003,5,-22.698538,-47.642881,364.8395,157.3178037,297.2257248,0.897892295,0.014804842,95044.8469,0,0,05/29/2003 21:00,05/29/2003 18:00,0,157.3178037
2505600,2003,5,-22.698538,-47.642881,389.32346,0,293.8128694,1.013170084,0.014433742,95173.47464,0,0,05/30/2003 0:00,05/29/2003 21:00,0,0
2516400,2003,5,-22.698538,-47.642881,403.35513,0,291.8980405,0.803932238,0.013367338,95253.23189,0,0,05/30/2003 3:00,05/30/2003 0:00,0,0
2527200,2003,5,-22.698538,-47.642881,400.8713,0,290.5107781,0.739183462,0.013028931,95199.66988,0,0,05/30/2003 6:00,05/30/2003 3:00,0,0
2538000,2003,5,-22.698538,-47.642881,381.36923,0,289.5323487,0.64836894,0.012718182,95272.79912,0,0,05/30/2003 9:00,05/30/2003 6:00,0,0
2548800,2003,5,-22.698538,-47.642881,364.6679,128.0996112,293.4007048,0.312149361,0.014903187,95424.20625,0,0,05/30/2003 12:00,05/30/2003 9:00,0.434800875,125.9224094
2559600,2003,5,-22.698538,-47.642881,385.18332,605.7668912,293.9438237,0.228285584,0.015663926,95528.36372,4.11E-05,0,05/30/2003 15:00,05/30/2003 12:00,0.71353392,378.9995087
2570400,2003,5,-22.698538,-47.642881,397.63922,539.8417908,294.4032137,0.256666991,0.016020814,95325.08592,3.68E-05,0,05/30/2003 18:00,05/30/2003 15:00,0.490695686,198.7885558
2581200,2003,5,-22.698538,-47.642881,395.33377,106.2243439,293.1518061,0.535472503,0.01601532,95298.96442,0,0,05/30/2003 21:00,05/30/2003 18:00,0,106.2243439
2592000,2003,5,-22.698538,-47.642881,386.08453,0,291.7992843,0.723940922,0.015061818,95337.67879,0,0,05/31/2003 0:00,05/30/2003 21:00,0,0
2602800,2003,5,-22.698538,-47.642881,361.62958,0,291.2929151,0.628725666,0.014596776,95255.06477,0,0,05/31/2003 3:00,05/31/2003 0:00,0,0
2613600,2003,5,-22.698538,-47.642881,341.8932,0,290.1075117,0.559138255,0.013902221,95179.35681,0,0,05/31/2003 6:00,05/31/2003 3:00,0,0
2624400,2003,5,-22.698538,-47.642881,335.3079,0,288.8349034,0.555302722,0.013176996,95184.73965,0,0,05/31/2003 9:00,05/31/2003 6:00,0,0
2635200,2003,5,-22.698538,-47.642881,342.46747,83.86324659,292.5712357,0.470064459,0.015783468,95373.31802,0,0,05/31/2003 12:00,05/31/2003 9:00,0.433267408,79.43026393
2646000,2003,5,-22.698538,-47.642881,374.34784,367.0106559,298.4378989,0.578280899,0.016352049,95359.77636,0,0,05/31/2003 15:00,05/31/2003 12:00,0.711710646,202.3743945
2656800,2003,5,-22.698538,-47.642881,391.0866,344.9792313,300.583806,0.591560777,0.014609696,95148.74131,0,0,05/31/2003 18:00,05/31/2003 15:00,0.489104104,50.52847533
2667600,2003,5,-22.698538,-47.642881,382.7983,78.28116437,298.1028951,0.535212673,0.014724908,95118.81234,0,0,05/31/2003 21:00,05/31/2003 18:00,0,78.28116437
0,2003,6,-22.698538,-47.642881,359.80142,0,293.868834,0.633714549,0.014367119,95220.19075,0,0,06/01/2003 0:00,05/31/2003 21:00,0,0
10800,2003,6,-22.698538,-47.642881,343.02444,0,289.8487827,0.732416992,0.013223454,95205.21526,0,0,06/01/2003 3:00,06/01/2003 0:00,0,0
21600,2003,6,-22.698538,-47.642881,344.50473,0,288.4694612,0.682234955,0.012862632,95136.59472,0,0,06/01/2003 6:00,06/01/2003 3:00,0,0
32400,2003,6,-22.698538,-47.642881,340.05734,0,287.5286535,0.579192474,0.012442187,95134.90309,0,0,06/01/2003 9:00,06/01/2003 6:00,0,0
43200,2003,6,-22.698538,-47.642881,368.80103,74.96477731,290.1028074,0.562666446,0.013532611,95348.46661,0,0,06/01/2003 12:00,06/01/2003 9:00,0.431797755,74.96477731
54000,2003,6,-22.698538,-47.642881,383.4665,429.7277395,297.3035475,0.574611571,0.015107603,95325.05243,0,0,06/01/2003 15:00,06/01/2003 12:00,0.709961999,277.7280969
64800,2003,6,-22.698538,-47.642881,399.09552,411.3621499,298.7453446,0.508818466,0.01420459,95101.0008,0,0,06/01/2003 18:00,06/01/2003 15:00,0.487578503,127.6937991
75600,2003,6,-22.698538,-47.642881,390.90485,80.59730917,296.3474346,0.57088973,0.014523767,95063.86452,0,0,06/01/2003 21:00,06/01/2003 18:00,0,80.59730917
86400,2003,6,-22.698538,-47.642881,360.63214,0,292.0539684,0.685169365,0.013607624,95124.90256,0,0,06/02/2003 0:00,06/01/2003 21:00,0,0
97200,2003,6,-22.698538,-47.642881,357.1688,0,292.5668702,1.021306487,0.014243311,95096.56888,0,0,06/02/2003 3:00,06/02/2003 0:00,0,0
108000,2003,6,-22.698538,-47.642881,360.53058,0,291.5684166,0.894333467,0.013823747,95038.71455,0,0,06/02/2003 6:00,06/02/2003 3:00,0,0
118800,2003,6,-22.698538,-47.642881,366.1181,0,290.8001712,0.701870637,0.013320634,95039.3513,0,0,06/02/2003 9:00,06/02/2003 6:00,0,0
129600,2003,6,-22.698538,-47.642881,373.90442,69.78077965,292.9881955,0.47773613,0.014480432,95195.58286,0,0,06/02/2003 12:00,06/02/2003 9:00,0.430392726,69.78077965
140400,2003,6,-22.698538,-47.642881,390.6916,466.1053277,298.4894077,0.377833998,0.016212832,95183.64387,0,0,06/02/2003 15:00,06/02/2003 12:00,0.708289109,326.7750394
151200,2003,6,-22.698538,-47.642881,402.30954,456.724901,300.0633666,0.567477811,0.016188191,94955.74856,0,0,06/02/2003 18:00,06/02/2003 15:00,0.48611976,184.3321722
162000,2003,6,-22.698538,-47.642881,398.6184,96.66470186,298.4555562,0.668866927,0.016376918,94885.88062,0,0,06/02/2003 21:00,06/02/2003 18:00,0,96.66470186
172800,2003,6,-22.698538,-47.642881,371.80222,0,294.508016,0.818574545,0.015419963,95004.50936,0,0,06/03/2003 0:00,06/02/2003 21:00,0,0
183600,2003,6,-22.698538,-47.642881,370.62445,0,291.7642983,0.947458482,0.014022334,95065.30391,0,0,06/03/2003 3:00,06/03/2003 0:00,0,0
194400,2003,6,-22.698538,-47.642881,345.37036,0,289.9448182,0.970686426,0.013113893,94985.16133,0,0,06/03/2003 6:00,06/03/2003 3:00,0,0
205200,2003,6,-22.698538,-47.642881,332.72562,0,288.2115873,0.872878969,0.012001094,95033.8007,0,0,06/03/2003 9:00,06/03/2003 6:00,0,0
216000,2003,6,-22.698538,-47.642881,341.12317,107.298271,292.2926823,0.542113687,0.013799996,95241.71196,0,0,06/03/2003 12:00,06/03/2003 9:00,0.429053097,101.120932
226800,2003,6,-22.698538,-47.642881,367.65344,494.7289679,298.2131234,0.57790599,0.013854778,95248.37093,0,0,06/03/2003 15:00,06/03/2003 12:00,0.706693059,243.5230074
237600,2003,6,-22.698538,-47.642881,376.57245,515.9606368,299.9360527,0.40506485,0.013541259,95032.19219,0,0,06/03/2003 18:00,06/03/2003 15:00,0.48472871,76.13959811
248400,2003,6,-22.698538,-47.642881,366.91504,128.7844003,297.4551736,1.031719663,0.013817893,95036.42248,0,0,06/03/2003 21:00,06/03/2003 18:00,0,128.7844003
259200,2003,6,-22.698538,-47.642881,347.15656,0,292.2222643,1.292171933,0.013052637,95157.03649,0,0,06/04/2003 0:00,06/03/2003 21:00,0,0
270000,2003,6,-22.698538,-47.642881,336.45883,0,290.7698206,0.924909204,0.013315073,95142.00355,0,0,06/04/2003 3:00,06/04/2003 0:00,0,0
280800,2003,6,-22.698538,-47.642881,329.92886,0,288.7362949,0.794786781,0.012573452,95097.19161,0,0,06/04/2003 6:00,06/04/2003 3:00,0,0
291600,2003,6,-22.698538,-47.642881,331.3905,0,287.4396868,0.78160993,0.011887917,95129.0267,0,0,06/04/2003 9:00,06/04/2003 6:00,0,0
302400,2003,6,-22.698538,-47.642881,356.40778,107.2657207,291.0308439,0.587729585,0.013590949,95342.94576,0,0,06/04/2003 12:00,06/04/2003 9:00,0.427779605,104.7297849
313200,2003,6,-22.698538,-47.642881,383.8553,555.0671155,298.6512689,0.613807051,0.014239768,95323.88849,0,0,06/04/2003 15:00,06/04/2003 12:00,0.70517488,298.4864129
324000,2003,6,-22.698538,-47.642881,382.10797,598.7672305,300.6177259,0.512641119,0.014100349,95114.786,0,0,06/04/2003 18:00,06/04/2003 15:00,0.483406151,88.70126071
334800,2003,6,-22.698538,-47.642881,383.92206,138.3474509,298.2529064,0.857366363,0.014344837,95113.44253,0,0,06/04/2003 21:00,06/04/2003 18:00,0,138.3474509
345600,2003,6,-22.698538,-47.642881,354.4977,0,293.1414527,1.095149966,0.013290822,95256.71536,0,0,06/05/2003 0:00,06/04/2003 21:00,0,0
356400,2003,6,-22.698538,-47.642881,343.875,0,290.6222893,0.999173792,0.01274554,95238.93127,0,0,06/05/2003 3:00,06/05/2003 0:00,0,0
367200,2003,6,-22.698538,-47.642881,337.8809,0,288.7431722,0.922498137,0.012206967,95194.73529,0,0,06/05/2003 6:00,06/05/2003 3:00,0,0
378000,2003,6,-22.698538,-47.642881,347.2315,0,287.23615,0.833082643,0.011507586,95191.03322,0,0,06/05/2003 9:00,06/05/2003 6:00,0,0
388800,2003,6,-22.698538,-47.642881,327.666,119.6735254,291.1231696,0.518939656,0.01337338,95410.35118,0,0,06/05/2003 12:00,06/05/2003 9:00,0.426572954,112.9150285
399600,2003,6,-22.698538,-47.642881,362.26645,555.1047802,298.3723459,0.506478825,0.014298531,95421.91519,0,0,06/05/2003 15:00,06/05/2003 12:00,0.703735556,273.8908785
410400,2003,6,-22.698538,-47.642881,371.46783,582.5912722,300.0472764,0.410885149,0.013913683,95180.60969,0,0,06/05/2003 18:00,06/05/2003 15:00,0.482152841,86.59133971
421200,2003,6,-22.698538,-47.642881,361.71634,145.4082,297.9074845,0.79838463,0.01406598,95164.68083,0,0,06/05/2003 21:00,06/05/2003 18:00,0,145.4082
432000,2003,6,-22.698538,-47.642881,343.97806,0,292.4681121,1.002557169,0.013271373,95277.74333,0,0,06/06/2003 0:00,06/05/2003 21:00,0,0
442800,2003,6,-22.698538,-47.642881,334.5488,0,291.5535101,0.656141354,0.013626401,95245.00368,0,0,06/06/2003 3:00,06/06/2003 0:00,0,0
453600,2003,6,-22.698538,-47.642881,327.78033,0,289.6044616,0.621364307,0.012967842,95159.90116,0,0,06/06/2003 6:00,06/06/2003 3:00,0,0
464400,2003,6,-22.698538,-47.642881,351.27985,0,288.6388449,0.649721992,0.012517956,95130.82066,0,0,06/06/2003 9:00,06/06/2003 6:00,0,0
475200,2003,6,-22.698538,-47.642881,369.42795,93.78697949,291.4127996,0.672027146,0.013691267,95266.42356,0,0,06/06/2003 12:00,06/06/2003 9:00,0.425433807,93.78697949
486000,2003,6,-22.698538,-47.642881,375.87866,542.5815068,297.0895993,0.502100588,0.014545498,95230.28534,0,0,06/06/2003 15:00,06/06/2003 12:00,0.702376016,309.4089496
496800,2003,6,-22.698538,-47.642881,362.26285,627.1529167,299.4746912,0.457587514,0.01383863,94973.39494,0,0,06/06/2003 18:00,06/06/2003 15:00,0.480969499,93.26897341
507600,2003,6,-22.698538,-47.642881,353.64456,156.0149618,296.5727369,0.653459178,0.013573296,94944.14032,0,0,06/06/2003 21:00,06/06/2003 18:00,0,156.0149618
518400,2003,6,-22.698538,-47.642881,336.1778,0,292.1333565,0.731597922,0.012738801,95090.03035,0,0,06/07/2003 0:00,06/06/2003 21:00,0,0
529200,2003,6,-22.698538,-47.642881,328.81223,0,288.4978589,0.838616636,0.012373395,95028.61937,0,0,06/07/2003 3:00,06/07/2003 0:00,0,0
540000,2003,6,-22.698538,-47.642881,324.4746,0,286.8459982,0.733419154,0.011747723,94920.09348,0,0,06/07/2003 6:00,06/07/2003 3:00,0,0
550800,2003,6,-22.698538,-47.642881,327.12115,0,285.6870993,0.666121163,0.011048803,94895.72748,0,0,06/07/2003 9:00,06/07/2003 6:00,0,0
561600,2003,6,-22.698538,-47.642881,321.78354,125.3059224,289.8388898,0.425661839,0.012940378,95098.25953,0,0,06/07/2003 12:00,06/07/2003 9:00,0.424362792,118.4359996
572400,2003,6,-22.698538,-47.642881,361.77945,578.2915681,297.0812734,0.460940013,0.013543919,95081.40208,0,0,06/07/2003 15:00,06/07/2003 12:00,0.70109714,292.7018966
583200,2003,6,-22.698538,-47.642881,380.29382,561.80396,298.9249106,0.438764584,0.011996504,94838.87216,0,0,06/07/2003 18:00,06/07/2003 15:00,0.479856801,83.63614031
594000,2003,6,-22.698538,-47.642881,376.89407,132.4389588,297.1416918,0.517921849,0.012518643,94828.21713,0,0,06/07/2003 21:00,06/07/2003 18:00,0,132.4389588
604800,2003,6,-22.698538,-47.642881,347.13306,0,291.622278,0.782554761,0.011733838,94908.80876,0,0,06/08/2003 0:00,06/07/2003 21:00,0,0
615600,2003,6,-22.698538,-47.642881,335.27652,0,289.5816514,1.226725448,0.011813821,94933.06541,0,0,06/08/2003 3:00,06/08/2003 0:00,0,0
626400,2003,6,-22.698538,-47.642881,324.41232,0,287.7114817,1.206634232,0.011377767,94896.56417,0,0,06/08/2003 6:00,06/08/2003 3:00,0,0
637200,2003,6,-22.698538,-47.642881,320.43835,0,286.4231904,1.102943392,0.010956773,94921.16962,0,0,06/08/2003 9:00,06/08/2003 6:00,0,0
648000,2003,6,-22.698538,-47.642881,328.5291,133.7453024,290.7279928,0.709679385,0.013037508,95124.92229,0,0,06/08/2003 12:00,06/08/2003 9:00,0.423360499,128.3004798
658800,2003,6,-22.698538,-47.642881,365.81943,612.5790918,298.0607565,0.402618737,0.014948483,95183.18339,0,0,06/08/2003 15:00,06/08/2003 12:00,0.699899755,347.6328242
669600,2003,6,-22.698538,-47.642881,401.23917,535.1345545,299.54775,0.812377964,0.012994087,94979.26556,0,0,06/08/2003 18:00,06/08/2003 15:00,0.478815386,140.50405
680400,2003,6,-22.698538,-47.642881,406.06702,105.9352606,298.2029164,0.272529349,0.013644044,95014.03954,0,0,06/08/2003 21:00,06/08/2003 18:00,0,105.9352606
691200,2003,6,-22.698538,-47.642881,381.0438,0,294.3042608,0.930491493,0.013176814,95107.79001,0,0,06/09/2003 0:00,06/08/2003 21:00,0,0
702000,2003,6,-22.698538,-47.642881,366.48273,0,290.4227857,0.788063671,0.012732373,95105.49556,0,0,06/09/2003 3:00,06/09/2003 0:00,0,0
712800,2003,6,-22.698538,-47.642881,350.32364,0,289.0438112,0.852141082,0.012162732,94994.7067,0,0,06/09/2003 6:00,06/09/2003 3:00,0,0
723600,2003,6,-22.698538,-47.642881,342.50378,0,287.7628327,0.848360271,0.01180003,94965.44228,0,0,06/09/2003 9:00,06/09/2003 6:00,0,0
734400,2003,6,-22.698538,-47.642881,347.87915,119.7159932,291.1191186,0.574053052,0.013596951,95137.5312,0,0,06/09/2003 12:00,06/09/2003 9:00,0.422427479,117.223434
745200,2003,6,-22.698538,-47.642881,367.95642,611.3834258,297.8268581,0.702108447,0.01318958,95172.88632,0,0,06/09/2003 15:00,06/09/2003 12:00,0.698784633,344.9164357
756000,2003,6,-22.698538,-47.642881,387.98834,558.7947872,298.8286034,0.719513823,0.011054215,94929.80954,0,0,06/09/2003 18:00,06/09/2003 15:00,0.477845848,83.60121105
766800,2003,6,-22.698538,-47.642881,389.05258,112.2318243,297.074776,0.426653462,0.011795243,94923.01334,0,0,06/09/2003 21:00,06/09/2003 18:00,0,112.2318243
777600,2003,6,-22.698538,-47.642881,352.24625,0,291.6012143,1.041106194,0.011599578,95011.11507,0,0,06/10/2003 0:00,06/09/2003 21:00,0,0
788400,2003,6,-22.698538,-47.642881,341.01663,0,290.2882192,1.128525217,0.011552049,95033.58831,0,0,06/10/2003 3:00,06/10/2003 0:00,0,0
799200,2003,6,-22.698538,-47.642881,333.52676,0,289.2127136,1.049792386,0.011709688,94933.2904,0,0,06/10/2003 6:00,06/10/2003 3:00,0,0
810000,2003,6,-22.698538,-47.642881,324.03268,0,288.348178,0.936661483,0.011084763,94917.38999,0,0,06/10/2003 9:00,06/10/2003 6:00,0,0
820800,2003,6,-22.698538,-47.642881,334.49805,123.3798419,291.9387253,0.833828642,0.012193832,95075.20996,0,0,06/10/2003 12:00,06/10/2003 9:00,0.421564244,117.7445924
831600,2003,6,-22.698538,-47.642881,354.33408,601.8065492,297.4024183,0.849670795,0.013322283,95077.63382,0,0,06/10/2003 15:00,06/10/2003 12:00,0.697752497,299.1889339
842400,2003,6,-22.698538,-47.642881,371.5226,563.1060098,298.8115239,0.883165095,0.013126297,94808.07721,0,0,06/10/2003 18:00,06/10/2003 15:00,0.476948743,84.29984473
853200,2003,6,-22.698538,-47.642881,364.70334,125.6190871,297.3445492,0.371255767,0.01307719,94830.75369,0,0,06/10/2003 21:00,06/10/2003 18:00,0,125.6190871
864000,2003,6,-22.698538,-47.642881,348.22842,0,292.7336724,0.867100616,0.012299859,94924.05662,0,0,06/11/2003 0:00,06/10/2003 21:00,0,0
874800,2003,6,-22.698538,-47.642881,335.68265,0,290.4380925,0.805419823,0.012247073,94918.34233,0,0,06/11/2003 3:00,06/11/2003 0:00,0,0
885600,2003,6,-22.698538,-47.642881,324.89453,0,288.6826638,0.839589876,0.01117125,94825.95071,0,0,06/11/2003 6:00,06/11/2003 3:00,0,0
896400,2003,6,-22.698538,-47.642881,317.0962,0,287.5535241,0.838801139,0.010315027,94822.1392,0,0,06/11/2003 9:00,06/11/2003 6:00,0,0
907200,2003,6,-22.698538,-47.642881,326.15152,120.7144593,291.6799656,0.637182392,0.012151377,95009.68504,0,0,06/11/2003 12:00,06/11/2003 9:00,0.42077127,114.6575528
918000,2003,6,-22.698538,-47.642881,353.67145,577.5564295,298.1120546,1.087418867,0.013640183,95025.76103,0,0,06/11/2003 15:00,06/11/2003 12:00,0.696804014,286.4296919
928800,2003,6,-22.698538,-47.642881,370.68423,572.9682698,299.1236323,0.947157126,0.013389431,94815.43175,0,0,06/11/2003 18:00,06/11/2003 15:00,0.476124585,85.92043991
939600,2003,6,-22.698538,-47.642881,370.29358,130.8868719,296.9691873,0.700488703,0.01360231,94815.30736,0,0,06/11/2003 21:00,06/11/2003 18:00,0,130.8868719
950400,2003,6,-22.698538,-47.642881,342.87326,0,292.3208799,0.863942074,0.012606244,94887.38258,0,0,06/12/2003 0:00,06/11/2003 21:00,0,0
961200,2003,6,-22.698538,-47.642881,329.53186,0,289.7033891,0.959822833,0.012436713,94903.54039,0,0,06/12/2003 3:00,06/12/2003 0:00,0,0
972000,2003,6,-22.698538,-47.642881,321.72968,0,287.3671995,0.954982905,0.011474072,94841.35407,0,0,06/12/2003 6:00,06/12/2003 3:00,0,0
982800,2003,6,-22.698538,-47.642881,316.09006,0,286.6265116,0.99896629,0.010788495,94845.26466,0,0,06/12/2003 9:00,06/12/2003 6:00,0,0
993600,2003,6,-22.698538,-47.642881,329.8324,116.4276172,291.440614,0.769569542,0.012891224,95023.9278,0,0,06/12/2003 12:00,06/12/2003 9:00,0.420048992,110.7916967
1004400,2003,6,-22.698538,-47.642881,359.7952,562.3457011,299.0231417,1.47227952,0.013966517,94989.57831,0,0,06/12/2003 15:00,06/12/2003 12:00,0.695939795,278.6617024
1015200,2003,6,-22.698538,-47.642881,376.31186,571.8904322,300.6759407,1.095559839,0.012743403,94770.39629,0,0,06/12/2003 18:00,06/12/2003 15:00,0.475373843,85.86445584
1026000,2003,6,-22.698538,-47.642881,363.15195,140.7482282,298.3783312,0.548458543,0.013294744,94753.02253,0,0,06/12/2003 21:00,06/12/2003 18:00,0,140.7482282
1036800,2003,6,-22.698538,-47.642881,345.96725,0,293.3848723,1.032360528,0.012509884,94832.91595,0,0,06/13/2003 0:00,06/12/2003 21:00,0,0
1047600,2003,6,-22.698538,-47.642881,334.26587,0,289.5022786,0.923991626,0.012355697,94821.13978,0,0,06/13/2003 3:00,06/13/2003 0:00,0,0
1058400,2003,6,-22.698538,-47.642881,323.681,0,287.8760739,0.955845817,0.011341039,94772.19458,0,0,06/13/2003 6:00,06/13/2003 3:00,0,0
1069200,2003,6,-22.698538,-47.642881,315.119,0,286.5781371,1.035859233,0.010430888,94764.38545,0,0,06/13/2003 9:00,06/13/2003 6:00,0,0
